"","name.x","created","city","state","members","who","id.x","gid","category","id.y","name.y","yes_rsvp_count","lat","lon"
"169","Happy, Healthy Lifestyle",1407254753000,"Hartford","CT",3252,"Members",16204692,16204692,"socializing","245471126","Discovering Methods of Self-Healing",5,41.790001,-72.669998
"170","Happy, Healthy Lifestyle",1407254753000,"Hartford","CT",3252,"Members",16204692,16204692,"socializing","xkxfbpywqbkb","Healing Tools",3,41.790001,-72.669998
"171","A Spiritual Journey to Healing",1407287259000,"Rocky Hill","CT",562,"Spiritual Journey to Healing",16213682,16213682,"health/wellbeing",NA,NA,NA,NA,NA
"172","Rosicrucians in Connecticut Meetup",1407886188000,"Hartford","CT",127,"Seekers",16353292,16353292,"new age/spirituality",NA,NA,NA,NA,NA
"173","""SIMPLY WITH FRIENDS"" MEETUP GROUP",1409747576000,"Rocky Hill","CT",947,"fellow peeps",16768122,16768122,"socializing","244616107","Dining and setback  Dec 2.      Saturday.   7 pm",6,41.682152,-72.658241
"174","Spanish Conversation Classes Meetup",1409851832000,"West Hartford","CT",814,"Members",16794982,16794982,"language/ethnic identity",NA,NA,NA,NA,NA
"175","Spiritual Empowerment Group",1410037347000,"Bloomfield","CT",166,"Truthseekers",16836352,16836352,"new age/spirituality",NA,NA,NA,NA,NA
"176","Crocheters in Central CT",1411520476000,"Plainville","CT",94,"Crocheters",17176572,17176572,"hobbies/crafts",NA,NA,NA,NA,NA
"177","Banyan Kundalini Yoga",1412716084000,"Glastonbury","CT",458,"Hamsas",17469842,17469842,"new age/spirituality",NA,NA,NA,NA,NA
"178","Copper Beech Institute Mindfulness & Meditation Groups",1413893349000,"West Hartford","CT",307,"Members",17765502,17765502,"new age/spirituality",NA,NA,NA,NA,NA
"179","Aquapioneers - CT Aquaponic Gardening Group",1413948551000,"South Glastonbury","CT",213,"Aquapioneers",17782862,17782862,"community/environment",NA,NA,NA,NA,NA
"180","Simsbury Community Drum Circle: Stress Relief & Meditation",1415068468000,"Simsbury","CT",499,"Drummers",18054252,18054252,"music",NA,NA,NA,NA,NA
"181","TOTSS New England Study Group CT",1415583591000,"Hartford","CT",11,"Thelemites",18177184,18177184,"new age/spirituality",NA,NA,NA,NA,NA
"182","Learn Italian and Travel to Italy Together",1415724033000,"Glastonbury","CT",151,"Italian language learner",18181575,18181575,"language/ethnic identity",NA,NA,NA,NA,NA
"183","Kizomba Connecticut: Kizomba Dance in Connecticut",1415844992000,"Hartford","CT",89,"Kizombieros",18185339,18185339,"dancing",NA,NA,NA,NA,NA
"184","Kizomba Hartford Development Group",1416340953000,"Hartford","CT",191,"Kizombieros or Kizombers",18198914,18198914,"dancing",NA,NA,NA,NA,NA
"185","Young Adult Connection Community (NAMI CT)",1418778832000,"Newington","CT",350,"awesome young adults",18257860,18257860,"support",NA,NA,NA,NA,NA
"186","Kizomba New Haven",1420244172000,"Hartford","CT",161,"Kizombieros",18293113,18293113,"dancing",NA,NA,NA,NA,NA
"187","South Windsor K-Drama Meetup",1421096823000,"South Windsor","CT",118,"K-Drama Fans",18327796,18327796,"language/ethnic identity","243682635","Holiday Celebration - Angry Tofu",7,NA,NA
"188","Center for Progressive Therapies",1421122886000,"Manchester","CT",609,"Wellness seekers",18329250,18329250,"health/wellbeing",NA,NA,NA,NA,NA
"189","The Writers Group of Connecticut",1421354629000,"Avon","CT",433,"Writing Rock Stars",18340460,18340460,"writing",NA,NA,NA,NA,NA
"190","Central-CT Moms Meetup!",1421724154000,"Farmington","CT",638,"Adventure moms",18356016,18356016,"parents/family",NA,NA,NA,NA,NA
"191","B.I.G. - Believe, Inspire, Grow -  New England",1421804521000,"Bloomfield","CT",171,"Members",18360138,18360138,"career/business",NA,NA,NA,NA,NA
"192","Northeast CiviCRM Meetup",1423191071000,"Hartford","CT",84,"Members",18414583,18414583,"tech","qkbzmnywqbhb","Northeast US CiviCRM Meetup - Hartford",5,NA,NA
"193","Launch EZ Helping Connecticut Startups",1423507907000,"Manchester","CT",175,"Members",18423015,18423015,"tech",NA,NA,NA,NA,NA
"194","Midweek Mischief",1423512846000,"Hartford","CT",1243,"Mischief Makers",18423236,18423236,"socializing",NA,NA,NA,NA,NA
"195","A Fair Music Industry powered by Musicians: EAST HARTFORD",1424889941000,"East Hartford","CT",161,"Musicians, Artists, Tech people",18460872,18460872,"music",NA,NA,NA,NA,NA
"196","GAME ON: Chits and Giggles",1425678077000,"Manchester","CT",1410,"Meeples",18482512,18482512,"games","fkhtlmywqbfb","Settlers of the Portal",5,41.792294,-72.527863
"197","GAME ON: Chits and Giggles",1425678077000,"Manchester","CT",1410,"Meeples",18482512,18482512,"games","245531248","Beer and Boardgames (Monthly Event)(New Members Welcomed!)",11,41.755409,-72.663666
"198","Glastonbury Circles of Belonging",1425848978000,"Glastonbury","CT",45,"Joy Seekers",18486458,18486458,"new age/spirituality",NA,NA,NA,NA,NA
"199","Viscogliosi Entrepreneurship Meetup in Manchester",1426109962000,"Manchester","CT",287,"Entrepreneurs",18494785,18494785,"career/business",NA,NA,NA,NA,NA
"200","Connecticut Christian Day Trips Meetup",1426679605000,"Bloomfield","CT",174,"Christian one day travelers",18509645,18509645,"religion/beliefs",NA,NA,NA,NA,NA
"201","Indie Game Developers Club",1428437816000,"Avon","CT",40,"Devs",18537440,18537440,"tech","ctscmlywqbfb","Game Design Support Group",7,NA,NA
"202","Cozy Mystery Meetup",1428594318000,"Manchester","CT",348,"Sleuths",18540263,18540263,"book clubs","239419766","Let’s Discuss our Case Files: THE SITTAFORD MYSTERY (Agatha Christie)",6,41.779999,-72.519997
"203","Cozy Mystery Meetup",1428594318000,"Manchester","CT",348,"Sleuths",18540263,18540263,"book clubs","245215234","Let’s Discuss our Case Files: A STUDY IN SCARLET WOMEN (Sherry Thomas)",4,NA,NA
"204","Readers Roundtable",1429296206000,"Wethersfield","CT",64,"Psychic Readers",18552042,18552042,"new age/spirituality",NA,NA,NA,NA,NA
"205","South Windsor Self-Defense",1430526249000,"South Windsor","CT",433,"Warriors",18572563,18572563,"sports/recreation",NA,NA,NA,NA,NA
"206","Connecticut Autism Connections",1430748113000,"Plainville","CT",178,"Members",18575653,18575653,"support",NA,NA,NA,NA,NA
"207","Greater Hartford Couples 50+ Meetup Group",1430879168000,"West Hartford","CT",59,"Fun loving couples",18578284,18578284,"socializing",NA,NA,NA,NA,NA
"208","Meteor Hartford",1433593728000,"West Hartford","CT",108,"Meteorites",18652968,18652968,"tech",NA,NA,NA,NA,NA
"209","Flawless Victory - CT Video Gaming Club",1433614459000,"Hartford","CT",254,"Gamers",18653535,18653535,"games","244210209","Star Wars: The Last Jedi",4,41.801041,-72.547752
"210","Flawless Victory - CT Video Gaming Club",1433614459000,"Hartford","CT",254,"Gamers",18653535,18653535,"games","240796527","Tomb Raider",3,41.801041,-72.547752
"211","Vegan Health & Wellness",1435074351000,"Hartford","CT",1266,"Members",18693411,18693411,"health/wellbeing","245243093","Vegan Book Club",4,NA,NA
"212","West Hartford Area Golf Meetup",1436106957000,"West Hartford","CT",50,"Members",18720051,18720051,"sports/recreation",NA,NA,NA,NA,NA
"213","Happy Hours and Then Some",1436795623000,"Newington","CT",47,"Members",18738350,18738350,"singles","243827720","Wood N Tap Newington",7,NA,NA
"214","Happy Hours and Then Some",1436795623000,"Newington","CT",47,"Members",18738350,18738350,"singles","243402849","Holiday Party at Gwynne's",15,0,0
"215","Happy Hours and Then Some",1436795623000,"Newington","CT",47,"Members",18738350,18738350,"singles","243827755","Dakota Steakhouse Happy Hour",6,NA,NA
"216","Happy Hours and Then Some",1436795623000,"Newington","CT",47,"Members",18738350,18738350,"singles","243827924","Sliders West Hartford",3,NA,NA
"217","Happy Hours and Then Some",1436795623000,"Newington","CT",47,"Members",18738350,18738350,"singles","243827905","Tavern at the Exchange Happy Hour",8,NA,NA
"218","Happy Hours and Then Some",1436795623000,"Newington","CT",47,"Members",18738350,18738350,"singles","244882283","Brio's Happy Hour",5,NA,NA
"219","Happy Hours and Then Some",1436795623000,"Newington","CT",47,"Members",18738350,18738350,"singles","244752155","The Back Nine Tavern at Stanley Golf Hours Happy Hour",3,NA,NA
"220","Happy Hours and Then Some",1436795623000,"Newington","CT",47,"Members",18738350,18738350,"singles","sdnmznyxdbvb","Indian Hill Country Club Cafe Louise Happy Hour",4,NA,NA
"221","Pragmatic Personal and Professional Development",1438124163000,"Farmington","CT",64,"Members",18780843,18780843,"health/wellbeing",NA,NA,NA,NA,NA
"222","Anti-Bullying Meetup - South Windsor, CT",1438550986000,"South Windsor","CT",13,"Members",18795277,18795277,"support",NA,NA,NA,NA,NA
"223","Connecticut Big Data #CTBigData",1438605030000,"Hartford","CT",444,"Members",18797258,18797258,"tech",NA,NA,NA,NA,NA
"224","Hartford Youtube/Vine Skits  Meetup",1438810549000,"Hartford","CT",49,"Members",18805631,18805631,"movies/film",NA,NA,NA,NA,NA
"225","Jewish Israel Cafe Connecticut",1441846031000,"West Hartford","CT",24,"Sabras",18916430,18916430,"religion/beliefs",NA,NA,NA,NA,NA
"226","Northwest Park Meetup",1441995980000,"Windsor","CT",906,"Friends of Northwest Park",18921811,18921811,"parents/family",NA,NA,NA,NA,NA
"227","LGBT Moveable Senior Center",1444328358000,"Hartford","CT",283,"LGBT Elders, Adults and Allies",19008575,19008575,"LGBT",NA,NA,NA,NA,NA
"228","Gemstone Therapy Institute Meetup Group",1444412340000,"Manchester","CT",240,"Members",19011464,19011464,"new age/spirituality",NA,NA,NA,NA,NA
"229","Hartford AWS Meetup",1444918788000,"Hartford","CT",192,"Members",19029934,19029934,"tech",NA,NA,NA,NA,NA
"230","Meditative Drawing & Art For Adults",1445194954000,"Simsbury","CT",259,"Members",19038869,19038869,"fine arts/culture",NA,NA,NA,NA,NA
"231","Simsbury Group Guitar For Beginners",1445361087000,"Simsbury","CT",193,"Guitarists",19045245,19045245,"music",NA,NA,NA,NA,NA
"232","Simsbury Guided Meditation Meet-Up",1445362039000,"Simsbury","CT",196,"Meditators",19045292,19045292,"health/wellbeing",NA,NA,NA,NA,NA
"233","Learn Massage With Your Partner",1445363049000,"Simsbury","CT",34,"Partners",19045333,19045333,"health/wellbeing",NA,NA,NA,NA,NA
"234","Unitarian Universalist Society: East",1445603376000,"Manchester","CT",202,"Members and Friends",19053789,19053789,"religion/beliefs",NA,NA,NA,NA,NA
"235","Manchester Community College Alumni Meetup",1445643574000,"Manchester","CT",17,"Alumni",19055309,19055309,"education/learning",NA,NA,NA,NA,NA
"236","Simsbury Self-Defense Meetup",1446601811000,"Simsbury","CT",69,"Members",19088457,19088457,"sports/recreation",NA,NA,NA,NA,NA
"237","Life and Leisure Events at CCSU",1446737442000,"New Britain","CT",486,"Members",19093236,19093236,"socializing",NA,NA,NA,NA,NA
"238","Hartford Startup Founder 101",1447165716000,"Hartford","CT",887,"Aspiring Founders",19108406,19108406,"tech","245319889","Veteran's Online Demo Day: Watch veteran founders pitch top investors",5,41.76371,-72.685097
"239","Greater Hartford Social Networking Group (21-30)",1448322027000,"Hartford","CT",712,"Members",19149290,19149290,"socializing",NA,NA,NA,NA,NA
"240",NA,NA,NA,NA,NA,NA,NA,19146057,NA,"245360365","Coffeehouse/Open Mic in Manchester",11,41.809845,-72.490334
"241",NA,NA,NA,NA,NA,NA,NA,25529521,NA,"245569247","Full Moon Walk",5,41.840981,-72.551941
"242",NA,NA,NA,NA,NA,NA,NA,20371763,NA,"245472315","December Meeting",7,41.760117,-72.74274
"243",NA,NA,NA,NA,NA,NA,NA,25529521,NA,"245316675","Bear's BBQ and Uconn Coach's Show",4,41.762634,-72.671371
"244",NA,NA,NA,NA,NA,NA,NA,19580235,NA,"245083854","Bear's BBQ and Uconn Coach's Show",4,41.762634,-72.671371
"245",NA,NA,NA,NA,NA,NA,NA,20629675,NA,"245083871","Bear's BBQ and Uconn Coach's Show",3,41.762634,-72.671371
"246",NA,NA,NA,NA,NA,NA,NA,19881144,NA,"245195369","Organizing Organizers & Volunteers for DevOpsDays Hartford 2018!",13,41.768105,-72.673065
"247",NA,NA,NA,NA,NA,NA,NA,25787590,NA,"243124029","December Meeting: Pick up your bulk tickets",3,41.778103,-72.636856
"248",NA,NA,NA,NA,NA,NA,NA,20387198,NA,"244952625","Heartspace- making time to take time for you",3,41.716911,-72.608093
"249",NA,NA,NA,NA,NA,NA,NA,25365751,NA,"245123365","Update! Building Creative Teams Using Agile, hosted by Eliassen",13,41.767826,-72.673035
"250",NA,NA,NA,NA,NA,NA,NA,19881144,NA,"245509750","GitHub Hartford Meetup!",1,41.768974,-72.673546
"251",NA,NA,NA,NA,NA,NA,NA,26291465,NA,"245558364","Network IN Fitness",3,NA,NA
"252",NA,NA,NA,NA,NA,NA,NA,26317976,NA,"244821555","Dads Night Out: Duckpin Bowling and Beers",5,41.766159,-72.711807
"253",NA,NA,NA,NA,NA,NA,NA,22293838,NA,"mljwzmywqblb","Come ready to bump, set, spike, have fun, laugh, and meet new people!",13,41.874058,-72.692917
"254",NA,NA,NA,NA,NA,NA,NA,21638055,NA,"245221093","InsurTech Business Plan Hackathon",10,41.768932,-72.673355
"255",NA,NA,NA,NA,NA,NA,NA,5110002,NA,"245219409","Hike Birch ""Mt"", Lookout ""Mt"" and Case ""Mt"" - plus Shenipsit Trail",30,41.766994,-72.480049
"256",NA,NA,NA,NA,NA,NA,NA,23965233,NA,"kwvptnywqbnb","Blockchain and Cryptocurrencies discussion",3,41.65955,-72.683998
"257",NA,NA,NA,NA,NA,NA,NA,23766786,NA,"244238048","[Hartford] Agave Grille",6,41.768482,-72.67897
"258",NA,NA,NA,NA,NA,NA,NA,26526094,NA,"245284726","The Destiny Cards Explored, lecture with Mary Anne Costerella",6,41.711357,-72.652489
"259",NA,NA,NA,NA,NA,NA,NA,22293838,NA,"mljwzmywqbtb","Come ready to bump, set, spike, have fun, laugh, and meet new people!",1,41.874058,-72.692917
"260",NA,NA,NA,NA,NA,NA,NA,5110002,NA,"244404359","Random Acts of Kindness #59 - Caroling!  Then a holiday happy hour...",20,41.740524,-72.7444
"261",NA,NA,NA,NA,NA,NA,NA,24535603,NA,"245053099","Peter Clines 14",3,41.664001,-72.720215
"262",NA,NA,NA,NA,NA,NA,NA,25625930,NA,"245392359","Lock In Rescheduled ",6,41.84657,-72.511215
"263",NA,NA,NA,NA,NA,NA,NA,26318780,NA,"244382244","Kick-off; introductions",3,NA,NA
"264",NA,NA,NA,NA,NA,NA,NA,20352529,NA,"244501065","December Meetup: ""Under the Blood-Red Sun"" by Graham Salisbury",15,41.761112,-72.739685
"265",NA,NA,NA,NA,NA,NA,NA,19770357,NA,"vdzfqnywqbbc","Hackster.io - Monthly Hardware Meetup",3,41.760391,-72.702957
"266",NA,NA,NA,NA,NA,NA,NA,19688147,NA,"245531288","Beer and Boardgames (Monthly Event)",16,41.755409,-72.663666
"267",NA,NA,NA,NA,NA,NA,NA,5110002,NA,"243711931","Christmas Act of Kindness #60: Volunteer at We Are The Children Christmas Party",3,41.778091,-72.68026
"268",NA,NA,NA,NA,NA,NA,NA,5110002,NA,"245453695","Metacomet Trail Hike (Farmington near I-84)",11,41.724586,-72.807709
"269",NA,NA,NA,NA,NA,NA,NA,25529521,NA,"245570972","Trivia Night at the Main Pub",3,41.783032,-72.523063
"270",NA,NA,NA,NA,NA,NA,NA,19874857,NA,"243291082","Effie's Place New Years Day Brunch",22,41.75732,-72.718842
"271",NA,NA,NA,NA,NA,NA,NA,25122196,NA,"244966062","Setting Up a Jenkins Pipeline in Kubernetes",13,NA,NA
"272",NA,NA,NA,NA,NA,NA,NA,25605226,NA,"242786223","Busting Through Fears And Limiting Beliefs While Enjoying A Taste Of Spain",20,41.731472,-72.66974
"273",NA,NA,NA,NA,NA,NA,NA,25121952,NA,"244966106","Placeholder for a January Event",5,NA,NA
"274",NA,NA,NA,NA,NA,NA,NA,26726042,NA,"245467400","Lets meet to share Sound Healing experience",6,41.782734,-72.531967
"275",NA,NA,NA,NA,NA,NA,NA,10867022,NA,"245242171","The Savage Brothers ~ January Birthday celebrations",28,41.875401,-72.801605
"276",NA,NA,NA,NA,NA,NA,NA,19919738,NA,"frltbnyxcbpb","Comedy Improv!",3,41.81842,-72.829185
"277",NA,NA,NA,NA,NA,NA,NA,22881934,NA,"245167340","Nomads 3 hours of fun 1/12/18",11,41.829956,-72.609245
"278",NA,NA,NA,NA,NA,NA,NA,19723829,NA,"245572593","IIIIIIIT'S BACK!!! - A Q U A   C Y C L I N G ! - Saturday, January 13, 2018",14,41.749707,-72.768144
"279",NA,NA,NA,NA,NA,NA,NA,10867022,NA,"243926990","Chris Botti in Concert ~ The Bushnell",7,41.762356,-72.680634
"280",NA,NA,NA,NA,NA,NA,NA,19874857,NA,"244127245","Let's Play Setback/ Max is 32",28,41.825344,-72.49614
"281",NA,NA,NA,NA,NA,NA,NA,19871248,NA,"245315485","Welcome to the Hartford IAM User Group Meeting!",3,NA,NA
"282",NA,NA,NA,NA,NA,NA,NA,22881934,NA,"243862351","Wolf Pack Game cancelled",6,41.778091,-72.68026
"283",NA,NA,NA,NA,NA,NA,NA,19874857,NA,"245133892","Komo ",15,41.785191,-72.74791
"284",NA,NA,NA,NA,NA,NA,NA,19874857,NA,"245140638","Murder Mystery/ Adams Mill",14,41.79086,-72.550606
"285",NA,NA,NA,NA,NA,NA,NA,5110002,NA,"244971383","4th Annual Trek to Banff Mountain Film Fest - at the Bushnell",14,41.762409,-72.680611
"286",NA,NA,NA,NA,NA,NA,NA,5110002,NA,"245230059","Opening Gallery Reception for Solo Exhibit of Eugenia's Mosaic Art",38,41.830189,-72.764473
"287",NA,NA,NA,NA,NA,NA,NA,10867022,NA,"242290702","Love Never Dies ~ After the Phantom of the Opera Sequel",17,41.762356,-72.680634
"288",NA,NA,NA,NA,NA,NA,NA,25605226,NA,"243639677","An Adventure Weekend in Vermont",6,NA,NA
